URL,host,subdomain,root_domain,tld,url_length,has_ip_address,dot_count,https_flag,url_entropy,token_count,subdomain_count,query_param_count,tld_length,path_length,has_hyphen_in_domain,number_of_digits,suspicious_file_extension,domain_name_length,percentage_numeric_chars,prediction,phishing_probability,risk_level,prediction_label,analyzed_at
https://ait.ac.th/,ait.ac.th,ait,ac.th,th,18,0,2,1,3.127986806877676,4,1,0,2,1,0,0,0,2,0.0,0,0.445,Low,Legitimate,2026-04-22 18:23:02.238258
https://optus-myaccount.s2-tastewp.com/,optus-myaccount.s2-tastewp.com,optus-myaccount,s2-tastewp.com,com,39,0,2,1,3.9384964492986376,6,1,0,3,1,1,1,0,10,2.564102564102564,0,0.1,Low,Legitimate,
https://www.googleapis.com/auth/drive.file';,www.googleapis.com,www,googleapis.com,com,44,0,3,1,4.356492413796824,7,1,0,3,17,0,0,0,10,0.0,0,0.175,Low,Legitimate,
https://wikipedia.org/,wikipedia.org,,wikipedia.org,org,22,0,1,1,3.845350936622435,3,0,0,3,1,0,0,0,9,0.0,0,0.16,Low,Legitimate,
https://www.aol.com/2008-01-23-ask-the-dolans-what-lies-ahead-for-the-housing-market.html,www.aol.com,www,aol.com,com,89,0,3,1,4.410312365754849,18,1,0,3,70,0,8,0,3,8.98876404494382,0,0.375,Low,Legitimate,
https://rebrand.ly/uda4njv,rebrand.ly,,rebrand.ly,ly,26,0,1,1,4.132944044980958,4,0,0,2,8,0,1,0,7,3.8461538461538463,0,0.005,Low,Legitimate,
https://pub-2bcc3b44774d47b1b62a89a94b28cb15.r2.dev/fayy.html,pub-2bcc3b44774d47b1b62a89a94b28cb15.r2.dev,pub-2bcc3b44774d47b1b62a89a94b28cb15,r2.dev,dev,61,0,3,1,4.589910289336313,7,1,0,3,10,0,21,0,2,34.42622950819672,0,0.0,Low,Legitimate,
https://att-107634.weeblysite.com/,att-107634.weeblysite.com,att-107634,weeblysite.com,com,34,0,2,1,4.34865650363964,5,1,0,3,1,0,6,0,10,17.647058823529413,0,0.025,Low,Legitimate,
https://soitprudentemerci.firebaseapp.com/,soitprudentemerci.firebaseapp.com,soitprudentemerci,firebaseapp.com,com,42,0,2,1,4.044003363657554,4,1,0,3,1,0,0,0,11,0.0,0,0.105,Low,Legitimate,
https://smartfoxapp-cc43c.web.app/,smartfoxapp-cc43c.web.app,smartfoxapp-cc43c,web.app,app,34,0,2,1,4.068957238806496,5,1,0,3,1,0,2,0,3,5.88235294117647,0,0.08,Low,Legitimate,
https://nftstorage.link/ipfs/QmWJgKh6JaszVLLTKC7xwF1WX7X3W3fpVkYLw94aV3VgTw,nftstorage.link,,nftstorage.link,link,75,0,1,1,5.054964023598445,5,0,0,4,52,0,9,0,10,12.0,0,0.055,Low,Legitimate,
https://www.weather.com/?from=36hr_topnav_vacation,www.weather.com,www,weather.com,com,50,0,2,1,4.32637013015618,8,1,1,3,1,0,2,0,7,4.0,1,0.525,Medium,Phishing,
https://unrohesgevseolaordgeswefes03.pages.dev/,unrohesgevseolaordgeswefes03.pages.dev,unrohesgevseolaordgeswefes03,pages.dev,dev,47,0,2,1,4.07002635144748,4,1,0,3,1,0,2,0,5,4.25531914893617,0,0.11,Low,Legitimate,
http://abogoproductions.com/,abogoproductions.com,,abogoproductions.com,com,28,0,1,0,3.910232940673185,3,0,0,3,1,0,0,0,16,0.0,0,0.005,Low,Legitimate,
https://giphy.com/?utm_source=iframe&utm_medium=embed&utm_campaign=Embeds&utm_term=https%3A%2F%2Fbrianezzell.wordpress.com%2F,giphy.com,,giphy.com,com,125,0,3,1,4.75068715846459,21,0,4,3,1,0,4,0,5,3.2,0,0.045,Low,Legitimate,
https://tribelio.page/unlckaccform415121263,tribelio.page,,tribelio.page,page,43,0,1,1,4.611856614965961,4,0,0,4,22,0,9,0,8,20.930232558139537,0,0.14,Low,Legitimate,
https://usp.usspmn.top/,usp.usspmn.top,usp,usspmn.top,top,23,0,2,1,3.240528260216712,4,1,0,3,1,0,0,0,6,0.0,1,0.94125,High,Phishing,
https://www.google.de/,www.google.de,www,google.de,de,22,0,2,1,3.572623663895164,4,1,0,2,1,0,0,0,6,0.0,0,0.31,Low,Legitimate,
https://www.android.com/gms/?authuser=2&hl=es,www.android.com,www,android.com,com,45,0,2,1,4.419305040629888,9,1,2,3,5,0,1,0,7,2.2222222222222223,0,0.49,Low,Legitimate,
https://www.foxnews.com/auto/toyota-killing-its-scion-brand,www.foxnews.com,www,foxnews.com,com,59,0,2,1,4.361042413585275,10,1,0,3,36,0,0,0,7,0.0,1,0.69,Medium,Phishing,
https://accounts.ea.com/connect/auth?response_type=code&client_id=PulseVanilla-Client-Web&redirect_uri=https%3A%2F%2Fforums.thesims.com%2Fen_us%2Fentry%2Fconnect%2Fea&scope=basic.identity&state=eyJ0YXJnZXQiOiJodHRwczpcL1wvZm9ydW1zLnRoZXNpbXMuY29tXC9lbl91c1wvZGlzY3Vzc2lvblwvY29tbWVudFwvMTQ1MzYzMzM%2FIn0%3D,accounts.ea.com,accounts,ea.com,com,306,0,5,1,5.3436167489964665,34,1,5,3,13,0,25,0,2,8.169934640522875,0,0.115,Low,Legitimate,
https://tinyurl.com/10TV-DREstory,tinyurl.com,,tinyurl.com,com,33,0,1,1,4.41545813444441,5,0,0,3,14,0,2,0,7,6.0606060606060606,0,0.04,Low,Legitimate,
https://ui.com/,ui.com,,ui.com,com,15,0,1,1,3.4565647621309536,3,0,0,3,1,0,0,0,2,0.0,1,0.875,High,Phishing,
https://psv4.userapi.com/c235131/u809129244/docs/d30/58114c4d05fc/Tunisian_Crochet_Stitch_Dictionary_-_150_Essential_Stitches_with_Actual-Size_Swatches_Charts_and_Step-by-Step_Photos.epub?extra=4HDm4_ICt-NXAzh4d7KR5pfX2CCurJpn_jv4S5hx64fFokvtTM0Y5tiB7wcvfjvNYGNd6OvlsqMLV-IkZRoyhWhDB9M6r_wmoQ3i8HsscV8yewn2LifEaxC0r7jNRZ8YC9dZo0a5BCCG&dl=1,psv4.userapi.com,psv4,userapi.com,com,339,0,3,1,5.649485890678579,36,1,2,3,163,0,56,0,7,16.519174041297934,0,0.06,Low,Legitimate,
http://43.134.233.26/v3/signin/identifier?dsh=S-1341300312:1679418115462956&amp;followup=https://accounts.google.com/?&amp;ifkv=AWnogHcrceZVpioqskMhZP2UNiAO4TkS8R_Pxqt8vrX-9m2zCgUh6qp53CCtYitlsTBM7sKpqqRrlQ&amp;passive=1209600&amp;xrealip=107.178.200.229&amp;continue=https://accounts.google.com/?&amp;xrealip=34.198.46.118&amp;flowName=WebLiteSignIn&amp;flowEntry=ServiceLogin&amp;ifkv=AWnogHcC0UE4RS4vpOgaLDtcjQXucpJgy3FOcWTA9N6oN6Ktnt0iKQ9V2lrkoQIY1reRKTcezBbaNg,43.134.233.26,43.134,233.26,26,465,1,13,0,5.701346416285301,53,2,8,2,21,0,87,0,3,18.70967741935484,0,0.0,Low,Legitimate,
https://ebzpharmacy.com/oauth/wp-session.php,ebzpharmacy.com,,ebzpharmacy.com,com,44,0,2,1,4.144106550888951,7,0,0,3,21,0,0,1,11,0.0,0,0.01,Low,Legitimate,
https://proceedings.aios.org/all-protect47610/verified.php,proceedings.aios.org,proceedings,aios.org,org,58,0,3,1,4.397135202831011,8,1,0,3,30,0,5,1,4,8.620689655172415,0,0.01,Low,Legitimate,
https://www.target.com/b/alka-seltzer/-/N-ebum7,www.target.com,www,target.com,com,47,0,2,1,4.248544639225422,9,1,0,3,25,0,1,0,6,2.127659574468085,0,0.475,Low,Legitimate,
https://www.springer.com/978-3-319-25523-1,www.springer.com,www,springer.com,com,42,0,2,1,4.433634982148038,9,1,0,3,18,0,13,0,8,30.95238095238096,0,0.26,Low,Legitimate,
http://www.macromedia.com/devnet/tip/edge.html,www.macromedia.com,www,macromedia.com,com,46,0,3,0,4.021527522800473,8,1,0,3,21,0,0,0,10,0.0,0,0.135,Low,Legitimate,
https://outlook.office365.com/book/adelzhausenfernwaermeterminbuchung@gp-joule.de/,outlook.office365.com,outlook,office365.com,com,82,0,3,1,4.604043395116106,9,1,0,3,53,0,3,0,9,3.658536585365853,0,0.02,Low,Legitimate,
https://pdf.officelive365.workers.dev,pdf.officelive365.workers.dev,pdf.officelive365,workers.dev,dev,37,0,3,1,4.249729716863357,5,2,0,3,0,0,3,0,7,8.108108108108109,1,0.915,High,Phishing,
https://www.ozon.ru/?context=cart&id=5155245&partner=fat&__rr=1,www.ozon.ru,www,ozon.ru,ru,63,0,2,1,4.521873820774345,12,1,4,2,1,0,8,0,4,12.698412698412698,0,0.2,Low,Legitimate,
https://www.epicgames.com:443/de,www.epicgames.com:443,www,epicgames.com,com,32,0,2,1,4.054229296672174,6,1,0,3,3,0,3,0,9,9.375,0,0.1,Low,Legitimate,
https://creativecommons.org/2004/08/12/openaudiobooksproject/,creativecommons.org,,creativecommons.org,org,61,0,1,1,4.39916484632976,7,0,0,3,34,0,8,0,15,13.114754098360656,0,0.375,Low,Legitimate,
https://www.gosuslugi.ru/10700/?_=1718778995103,www.gosuslugi.ru,www,gosuslugi.ru,ru,47,0,2,1,4.35746837281614,6,1,1,2,7,0,18,0,9,38.297872340425535,0,0.345,Low,Legitimate,
https://mailchimp.com/?utm_source=freemium_newsletter&utm_medium=email&utm_campaign=monkey_rewards&aid=1473f3bc94ca7c2f53fa112ac&afl=1,mailchimp.com,,mailchimp.com,com,134,0,1,1,4.750231660178349,18,0,5,3,1,0,15,0,9,11.194029850746269,0,0.195,Low,Legitimate,
https://smartchoice-int.com/wp-content/maintenance/Oran_/58711/Login.html,smartchoice-int.com,,smartchoice-int.com,com,73,0,2,1,4.32659151187997,11,0,0,3,46,1,5,0,15,6.849315068493151,0,0.215,Low,Legitimate,
https://ipfs.eth.aragon.network/ipfs/bafybeiayljyouughtts4v5eykgq36nfs4xeybxhployu5mmo44twodavqa/paymentprocessingorder.html,ipfs.eth.aragon.network,ipfs.eth,aragon.network,network,124,0,4,1,4.746964231477559,9,2,0,7,93,0,8,0,6,6.451612903225806,0,0.09,Low,Legitimate,
http://www.netflix.com/robots.txt,www.netflix.com,www,netflix.com,com,33,0,3,0,3.937444876540853,6,1,0,3,11,0,0,0,7,0.0,0,0.0,Low,Legitimate,
https://www.zendesk.com/app/help-center-closed/?utm_source=helpcenter-closed&utm_medium=poweredbyzendesk&utm_campaign=text&utm_content=305-life-help.zendesk.com,www.zendesk.com,www,zendesk.com,com,160,0,4,1,4.627219235661172,25,1,4,3,24,0,3,0,7,1.875,0,0.015,Low,Legitimate,
https://pubmatic.com/case-studies/casual-game-developer-learnings-increased-revenue-with-pubmatic/,pubmatic.com,,pubmatic.com,com,98,0,1,1,4.248083156061754,13,0,0,3,78,0,0,0,8,0.0,0,0.495,Low,Legitimate,
https://www.twitter.com/robots.txt,www.twitter.com,www,twitter.com,com,34,0,3,1,3.6090904145888567,6,1,0,3,11,0,0,0,7,0.0,0,0.16,Low,Legitimate,
https://www.arubanetworks.com/br/produtos/sem-fio/controladores/9200-series/,www.arubanetworks.com,www,arubanetworks.com,com,76,0,2,1,4.336386232393013,11,1,0,3,47,0,4,0,13,5.263157894736842,1,0.65,Medium,Phishing,
http://newburycafe.co.za/Webmail/66/Webmail/webmail.php,newburycafe.co.za,newburycafe,co.za,za,55,0,3,0,4.281296195997061,9,1,0,2,31,0,2,1,2,3.636363636363636,0,0.0,Low,Legitimate,
http://www.smartadserver.com/call/pubjumpi/134088/896416/6194/S/1721376372/?,www.smartadserver.com,www,smartadserver.com,com,76,0,2,0,4.716640718115362,11,1,0,3,47,0,26,0,13,34.21052631578947,0,0.015,Low,Legitimate,
https://gec.desdm.vip/de?WrI=xljEE6ldmD,gec.desdm.vip,gec,desdm.vip,vip,39,0,2,1,4.477459270033352,7,1,1,3,3,0,1,0,5,2.564102564102564,0,0.46,Low,Legitimate,
http://lostredirect.dnsmadeeasy.com/robots.txt,lostredirect.dnsmadeeasy.com,lostredirect,dnsmadeeasy.com,com,46,0,3,0,4.030713380773163,6,1,0,3,11,0,0,0,11,0.0,0,0.0,Low,Legitimate,
https://t.co/neclrTurlw,t.co,,t.co,co,23,0,1,1,3.8492239123906256,4,0,0,2,11,0,0,0,1,0.0,0,0.01,Low,Legitimate,
https://x.com/robots.txt,x.com,,x.com,com,24,0,2,1,3.454986855772667,5,0,0,3,11,0,0,0,1,0.0,0,0.335,Low,Legitimate,
http://www.skype.com/,www.skype.com,www,skype.com,com,21,0,2,0,3.6537567082870006,4,1,0,3,1,0,0,0,5,0.0,0,0.0691666666666666,Low,Legitimate,
https://researchgate.net/profile/Benedek_Plosz,researchgate.net,,researchgate.net,net,46,0,1,1,4.186392934223818,6,0,0,3,22,0,0,0,12,0.0,1,0.75,Medium,Phishing,
https://au.trustpilot.com/robots.txt,au.trustpilot.com,au,trustpilot.com,com,36,0,3,1,3.718128820706467,6,1,0,3,11,0,0,0,10,0.0,0,0.17,Low,Legitimate,
https://www.canva.com/design/DAHEu-Ordx4/7L8VJpgCbYHYKJbKujZjAg/edit,www.canva.com,www,canva.com,com,68,0,2,1,5.109090414588857,9,1,0,3,47,0,3,0,5,4.411764705882353,0,0.195,Low,Legitimate,
https://www.canva.com/design/DAHEu-Ordx4/7L8VJpgCbYHYKJbKujZjAg/edit,www.canva.com,www,canva.com,com,68,0,2,1,5.109090414588857,9,1,0,3,47,0,3,0,5,4.411764705882353,0,0.195,Low,Legitimate,
https://ait.ac.th/,ait.ac.th,ait,ac.th,th,18,0,2,1,3.127986806877676,4,1,0,2,1,0,0,0,2,0.0,0,0.445,Low,Legitimate,
https://ait.ac.th/,ait.ac.th,ait,ac.th,th,18,0,2,1,3.1279868068776757,4,1,0,2,1,0,0,0,2,0.0,0,0.445,Low,Legitimate,
https://optus-myaccount.s2-tastewp.com/,optus-myaccount.s2-tastewp.com,optus-myaccount,s2-tastewp.com,com,39,0,2,1,3.9384964492986376,6,1,0,3,1,1,1,0,10,2.564102564102564,0,0.1,Low,Legitimate,2026-04-22T20:08:41.828642
https://www.googleapis.com/auth/drive.file';,www.googleapis.com,www,googleapis.com,com,44,0,3,1,4.356492413796824,7,1,0,3,17,0,0,0,10,0.0,0,0.175,Low,Legitimate,2026-04-22T20:08:41.828642
https://wikipedia.org/,wikipedia.org,,wikipedia.org,org,22,0,1,1,3.845350936622435,3,0,0,3,1,0,0,0,9,0.0,0,0.16,Low,Legitimate,2026-04-22T20:08:41.828642
https://www.aol.com/2008-01-23-ask-the-dolans-what-lies-ahead-for-the-housing-market.html,www.aol.com,www,aol.com,com,89,0,3,1,4.410312365754849,18,1,0,3,70,0,8,0,3,8.98876404494382,0,0.375,Low,Legitimate,2026-04-22T20:08:41.828642
https://rebrand.ly/uda4njv,rebrand.ly,,rebrand.ly,ly,26,0,1,1,4.132944044980958,4,0,0,2,8,0,1,0,7,3.8461538461538463,0,0.005,Low,Legitimate,2026-04-22T20:08:41.828642
https://pub-2bcc3b44774d47b1b62a89a94b28cb15.r2.dev/fayy.html,pub-2bcc3b44774d47b1b62a89a94b28cb15.r2.dev,pub-2bcc3b44774d47b1b62a89a94b28cb15,r2.dev,dev,61,0,3,1,4.589910289336313,7,1,0,3,10,0,21,0,2,34.42622950819672,0,0.0,Low,Legitimate,2026-04-22T20:08:41.828642
https://att-107634.weeblysite.com/,att-107634.weeblysite.com,att-107634,weeblysite.com,com,34,0,2,1,4.34865650363964,5,1,0,3,1,0,6,0,10,17.647058823529413,0,0.025,Low,Legitimate,2026-04-22T20:08:41.828642
https://soitprudentemerci.firebaseapp.com/,soitprudentemerci.firebaseapp.com,soitprudentemerci,firebaseapp.com,com,42,0,2,1,4.044003363657554,4,1,0,3,1,0,0,0,11,0.0,0,0.105,Low,Legitimate,2026-04-22T20:08:41.828642
https://smartfoxapp-cc43c.web.app/,smartfoxapp-cc43c.web.app,smartfoxapp-cc43c,web.app,app,34,0,2,1,4.068957238806496,5,1,0,3,1,0,2,0,3,5.88235294117647,0,0.08,Low,Legitimate,2026-04-22T20:08:41.828642
https://nftstorage.link/ipfs/QmWJgKh6JaszVLLTKC7xwF1WX7X3W3fpVkYLw94aV3VgTw,nftstorage.link,,nftstorage.link,link,75,0,1,1,5.054964023598445,5,0,0,4,52,0,9,0,10,12.0,0,0.055,Low,Legitimate,2026-04-22T20:08:41.828642
https://www.weather.com/?from=36hr_topnav_vacation,www.weather.com,www,weather.com,com,50,0,2,1,4.32637013015618,8,1,1,3,1,0,2,0,7,4.0,1,0.525,Medium,Phishing,2026-04-22T20:08:41.828642
